Date,NumberOfSubjects,Fatal,SubjectArmed,SubjectRace,SubjectGender,SubjectAge,NatureOfStop,NumberOfShots,NumberOfOfficers,OfficerRace,OfficerGender,Department,FullNarrative,City,Notes
8/13/2013,1,N,N,B,U,U,NA,NA,NA,U,U,Baltimore County Police Department,"Officers responded to a call for a burglary in progress. When officers arrived, three suspects ran from the location. Two suspects ran to a minivan and got inside the vehicle. One officer was attempting to arrest the driver of the van. The driver moved the van and headed towards another officer. Three officers fired their weapons, striking two of the suspects inside the van. Third suspects was later arrested. One of the suspects died at a local hospital.",BaltimoreCounty,
8/13/2013,1,U,N,U,U,U,NA,NA,NA,U,U,Baltimore County Police Department,"Officers responded to a call for a burglary in progress. When officers arrived, three suspects ran from the location. Two suspects ran to a minivan and got inside the vehicle. One officer was attempting to arrest the driver of the van. The driver moved the van and headed towards another officer. Three officers fired their weapons, striking two of the suspects inside the van. Third suspects was later arrested. One of the suspects died at a local hospital.",BaltimoreCounty,
8/28/2013,1,F,Y,B,U,U,NA,NA,NA,U,U,Baltimore County Police Department,"Tactical Unit officers were executing a search warrant for suspects involved in a shooting. When officers went in the house, one suspect ran and was apprehended by a tactical officer. While this officer was detaining the first suspect, antoher suspect shot at the tactical officer. The officer was struck but was able to return fire at the suspect along with another officer. Both officer and suspect later died at a local hospital.",BaltimoreCounty,
8/28/2013,1,N,Y,U,U,U,NA,NA,NA,U,U,Baltimore County Police Department,"Tactical Unit officers were executing a search warrant for suspects involved in a shooting. When officers went in the house, one suspect ran and was apprehended by a tactical officer. While this officer was detaining the first suspect, antoher suspect shot at the tactical officer. The officer was struck but was able to return fire at the suspect along with another officer. Both officer and suspect later died at a local hospital.",BaltimoreCounty,
10/11/2013,1,N,Y,B,M,44,NA,NA,NA,U,U,Baltimore County Police Department,"Police were following a robbery suspect in his car. When the car stopped, police approached the car and attempted to arrest the suspect. The suspect fled in his car and hit one of the police officers and hit the police vehicle. Two officers fired their weapoons as the officer was struck by the car. The suspect continued to flee and hit another car. The suspect car then hit a jersey wall and fled on foot. Police found a gun on the seat of the car. The suspect was arrested.",BaltimoreCounty,gun
12/15/2013,1,N,N,B,M,29,NA,NA,NA,U,U,Baltimore County Police Department,"Police were called when suspect and a woman were involved in an altercation. While being interveiwed by police, the suspect became combative. During the incident, officers used a taser, pepper spray, and batons in attempt to place suspect into custody. During the incident, the suspect was able to flee to his car and drove in the direction of two of the officers. Fearing their lives, officers fired their weapons striking the suspect. The suspect was treated at a local hospital.",BaltimoreCounty,
1/30/2014,1,N,N,W,M,38,NA,NA,NA,U,U,Baltimore County Police Department,"Police received call when a man and woman were being assaulted by her son inside their apartment. Woman said that her son is ""off his meds."" When officer arrived the suspect chased the officer into the basement area of the apartment building. The officer was cornered by the suspect and was unable to flee. The suspect continued to charge at the officer and the officer fired his weapon. The suspect was treated at a local hospital.",BaltimoreCounty,
3/18/2014,1,F,N,W,M,22,NA,NA,NA,U,U,Baltimore County Police Department,Police received call from suspect's therapist based on his suicidal thoughts told to the therapist. When officers arrived the suspect charged at the officers while holding a large kitchen style knife. The suspect later died at a local hospital.,BaltimoreCounty,knife
6/7/2014,1,N,Y,W,M,40,NA,NA,NA,U,U,Baltimore County Police Department,Police received call when suspect grabbed a gun and threatened to commit suicide. Police set up a perimeter around the house and negotiated with the suspect. The suspect came out of the house with his gun. The suspect fired his gun at police and an officer fired his weapon at the suspect. The suspect was treated at a local hospital.,BaltimoreCounty,gun
7/22/2014,1,F,N,B,M,19,NA,NA,NA,U,U,Baltimore County Police Department,"An officer observed a stolen car in the area of Philadelphia Road and Apperson Road. The officer attempted to stop the car. The driver fled in the car and the officer gave chase. During the chase, the suspect car hit the police car. The suspects ran from the car. A search for the suspects was done by a K-9 officer. The K-9 officer tracked one of the suspects and attempted to arrest him, but the suspect got away. The K-9 officer again encountered the suspect and fired his weapon during a confrontation with the suspect. The suspect was pronounced dead at the scene.",BaltimoreCounty,
6/25/2015,1,F,N,B,M,42,NA,NA,NA,U,U,Baltimore County Police Department,Police were called to the location for a domestic and could hear a commotion from inside the location. After forcing their way inside three officers were involved in a physical confrontation with the suspect and shot the suspect several times. The man was pronounced dead at the scene.,BaltimoreCounty,
9/23/2015,1,F,N,B,M,19,NA,NA,NA,U,U,Baltimore County Police Department,"Police were called to pharmacy for suspect attempting to have a fake prescription filled by the business. When the officer arrived, the suspect ran from the store. The officer chased the suspect. The suspect turned towards the officer and hid his hand inside his pants and behind is back. The suspect pulled his hand out, simulating holding a weapon, at the officer while walking towards the officer. The officer fired his weapon. The suspect was pronounced dead at a local hospital.",BaltimoreCounty,
11/24/2015,1,N,N,W,M,21,NA,NA,NA,U,U,Baltimore County Police Department,"Suspect called 911 stating that he was suicidal with a knife on a bridge. Officers found the suspect with a knife. While negotiating with the suspect, the man had put down the knife but then grabbed the knife and turned towards the officers. One officer fired his weapon. The suspect was treated at a local hospital.",BaltimoreCounty,knife
12/14/2015,1,N,N,W,M,52,NA,NA,NA,U,U,Baltimore County Police Department,"Police were called to the location for a person who overdosed. When police arrived, the suspect walked into the kitchen and grabbed several knives. Officers used a taser on the suspect, but the taser did not have any effect. The suspect then moved towards the officers with the knives in his hand. The officers fired their weapons. The suspect was treated at a local hospital.",BaltimoreCounty,knives
2/18/2016,1,N,N,W,M,37,NA,NA,NA,U,U,Baltimore County Police Department,"An officer received information about two suspect dealing drugs. The officer observed the two inside a car and stopped the car. After being stopped, the passenger jumped out of the car but was ordered to stop by the officer. The suspect did stop and then turned around to face the officer while moving his hands towards the waistband of his pants. Fearing the suspect was reaching for a gun, the officer fired several shots at the suspect. The suspect was treated at a local hospital.",BaltimoreCounty,
5/14/2016,1,N,N,W,M,22,NA,NA,NA,U,U,Baltimore County Police Department,"Police received information that the suspect had assaulted two people with a hatchet. Based on this information, police responded to the suspect's home. An officer was told that the suspect was in the basement area. The suspect came out from under the stairs holding a large knife. The suspect had cut himself with the knife and then dropped the knife. The man lunged for the knife in the direction of the officer. The officer fired a shot at the suspect as he moved towards the knife in her direction. The suspect was treated at a local hospital.",BaltimoreCounty,Knife
8/1/2016,1,F,Y,B,F,23,NA,NA,NA,U,U,Baltimore County Police Department,"Two officers went to apartment to serve two arrest warrants on the occupants. The officers could hear people inside the apartment so they requested maintenance to provide a key. The officers forced their way into the apartment and saw the suspect holding a shotgun. The officers retreated and call for the Tactical Unit. The suspect remained inside the apartment with her son. She continue to hold the shotgun. One of the tactical officers saw the suspect raise her shotgun towards the front door in the direction of other officers, the officer fired one shot at the suspect. Tactical officers came into the apartment and the suspect fired two shots at the police. After this, the officer fired several rounds at the suspect. The suspect was pronounced dead at the scene.",BaltimoreCounty,shotgun
9/23/2016,1,F,N,B,U,U,NA,NA,NA,U,U,Baltimore County Police Department,"Police received a call for a bank robbery in progress. Investigation led to the identification of the location of the suspects. Police attempted to stop traffic in order to block the car involved in the robbery. The driver of the car drove across the dividing line and drove on the wrong side of the road in the direction of one of the police officers. Fearing for his safety, the officer fired his weapon. The driver of the vehicle was struck and was pronounced dead at the scene. The second suspect was taken into custody without any further incident.",BaltimoreCounty,
9/23/2016,1,N,N,U,U,U,NA,NA,NA,U,U,Baltimore County Police Department,"Police received a call for a bank robbery in progress. Investigation led to the identification of the location of the suspects. Police attempted to stop traffic in order to block the car involved in the robbery. The driver of the car drove across the dividing line and drove on the wrong side of the road in the direction of one of the police officers. Fearing for his safety, the officer fired his weapon. The driver of the vehicle was struck and was pronounced dead at the scene. The second suspect was taken into custody without any further incident.",BaltimoreCounty,
12/23/2016,1,N,N,B,M,48,NA,NA,NA,U,U,Baltimore County Police Department,"Police received a call for a disturbance from an apartment. When the officers rung the doorbell to the apartment, the suspect opened the door and ran after the officers with a knife in his hand while yelling ""time to die."" The suspect was treated at a local hospital.",BaltimoreCounty,knife
2/4/2010,1,F,NA,B,U,U,NA,NA,2,W;W,U,Baltimore Police Department,NA,BaltimoreCity,
2/4/2010,1,N,NA,B,U,U,NA,NA,2,W;W,U,Baltimore Police Department,NA,BaltimoreCity,
6/4/2010,1,F,NA,B,U,U,NA,NA,1,W,U,Baltimore Police Department,NA,BaltimoreCity,
6/5/2010,1,F,NA,B,U,U,NA,NA,1,B,U,Baltimore Police Department,NA,BaltimoreCity,
6/9/2010,1,N,NA,U,U,U,NA,NA,1,B,U,Baltimore Police Department,NA,BaltimoreCity,
8/2/2011,1,N,NA,B,U,U,NA,NA,1,B,U,Baltimore Police Department,NA,BaltimoreCity,
10/2/2011,1,F,NA,W,U,U,NA,NA,1,W,U,Baltimore Police Department,NA,BaltimoreCity,
10/8/2011,1,F,NA,B,U,U,NA,NA,1,B,U,Baltimore Police Department,NA,BaltimoreCity,
1/9/2011,1,N,NA,B,U,U,NA,NA,6,B;B;B;W;W;W,U,Baltimore Police Department,NA,BaltimoreCity,*One officer fatality.
1/9/2011,1,N,NA,B,U,U,NA,NA,6,B;B;B;W;W;W,U,Baltimore Police Department,NA,BaltimoreCity,*One officer fatality.
1/9/2011,1,N,NA,B,U,U,NA,NA,6,B;B;B;W;W;W,U,Baltimore Police Department,NA,BaltimoreCity,*One officer fatality.
1/9/2011,1,F,NA,B,U,U,NA,NA,6,B;B;B;W;W;W,U,Baltimore Police Department,NA,BaltimoreCity,*One officer fatality.
4/11/2011,1,N,NA,B,U,U,NA,NA,1,W,U,Baltimore Police Department,NA,BaltimoreCity,
12/12/2011,1,N,NA,B,U,U,NA,NA,2,W;W,U,Baltimore Police Department,NA,BaltimoreCity,
6/1/2012,1,F,NA,B,U,U,NA,NA,1,W,U,Baltimore Police Department,NA,BaltimoreCity,
7/1/2012,1,F,NA,B,U,U,NA,NA,1,W,U,Baltimore Police Department,NA,BaltimoreCity,
9/1/2012,1,N,NA,B,U,U,NA,NA,2,B;B,U,Baltimore Police Department,NA,BaltimoreCity,
10/4/2012,1,N,NA,B,U,U,NA,NA,2,W;W,U,Baltimore Police Department,NA,BaltimoreCity,
8/8/2012,1,N,NA,B,U,U,NA,NA,1,B,U,Baltimore Police Department,NA,BaltimoreCity,
4/10/2012,1,N,NA,B,U,U,NA,NA,1,W,U,Baltimore Police Department,NA,BaltimoreCity,
1/2/2013,1,N,NA,B,U,U,NA,NA,1,W,U,Baltimore Police Department,NA,BaltimoreCity,
9/4/2013,1,F,NA,B,U,U,NA,NA,3,W;W;B,U,Baltimore Police Department,NA,BaltimoreCity,
2/3/2014,1,F,NA,B,U,U,NA,NA,2,W;H,U,Baltimore Police Department,NA,BaltimoreCity,
2/3/2014,1,N,NA,B,U,U,NA,NA,2,W;H,U,Baltimore Police Department,NA,BaltimoreCity,
6/6/2014,1,N,NA,L,U,U,NA,NA,2,B;B,U,Baltimore Police Department,NA,BaltimoreCity,
2/12/2014,1,F,NA,B,U,U,NA,NA,2,W;H,U,Baltimore Police Department,NA,BaltimoreCity,
2/12/2014,1,N,NA,B,U,U,NA,NA,1,B,U,Baltimore Police Department,NA,BaltimoreCity,
6/7/2015,1,N,NA,B,U,U,NA,NA,4,H;H;H;W,U,Baltimore Police Department,NA,BaltimoreCity,
11/11/2015,1,F,NA,B,U,U,NA,NA,2,W;B,U,Baltimore Police Department,NA,BaltimoreCity,
5/1/2016,1,N,NA,B,U,U,NA,NA,1,W,U,Baltimore Police Department,NA,BaltimoreCity,
1/13/2013,1,N,NA,B,U,U,NA,NA,1,B,U,Baltimore Police Department,NA,BaltimoreCity,
1/13/2014,1,N,NA,B,U,U,NA,NA,1,B,U,Baltimore Police Department,NA,BaltimoreCity,
1/22/2015,1,N,NA,B,U,U,NA,NA,1,B,U,Baltimore Police Department,NA,BaltimoreCity,
1/24/2015,1,F,NA,B,U,U,NA,NA,1,W,U,Baltimore Police Department,NA,BaltimoreCity,
1/25/2013,1,F,NA,B,U,U,NA,NA,1,B,U,Baltimore Police Department,NA,BaltimoreCity,
1/27/2010,1,N,NA,W,U,U,NA,NA,1,W,U,Baltimore Police Department,NA,BaltimoreCity,
1/27/2016,1,N,NA,B,U,U,NA,NA,2,W;A,U,Baltimore Police Department,NA,BaltimoreCity,
1/28/2013,1,N,NA,B,U,U,NA,NA,3,W;W;W,U,Baltimore Police Department,NA,BaltimoreCity,
1/29/2013,1,N,NA,B,U,U,NA,NA,1,W,U,Baltimore Police Department,NA,BaltimoreCity,
10/16/2013,1,F,NA,B,U,U,NA,NA,1,W,U,Baltimore Police Department,NA,BaltimoreCity,
10/23/2012,1,N,NA,B,U,U,NA,NA,1,B,U,Baltimore Police Department,NA,BaltimoreCity,
11/15/2015,1,N,NA,B,U,U,NA,NA,1,B,U,Baltimore Police Department,NA,BaltimoreCity,
11/22/2016,1,N,NA,B,U,U,NA,NA,1,H,U,Baltimore Police Department,NA,BaltimoreCity,
11/23/2011,1,F,NA,B,U,U,NA,NA,1,B,U,Baltimore Police Department,NA,BaltimoreCity,
11/25/2016,1,N,NA,B,U,U,NA,NA,3,H;B;B,U,Baltimore Police Department,NA,BaltimoreCity,
11/27/2010,1,N,NA,B,U,U,NA,NA,3,W;W;B,U,Baltimore Police Department,NA,BaltimoreCity,
12/16/2015,1,N,NA,B,U,U,NA,NA,1,W,U,Baltimore Police Department,NA,BaltimoreCity,
12/19/2015,1,F,NA,W,U,U,NA,NA,1,W,U,Baltimore Police Department,NA,BaltimoreCity,
12/28/2014,1,N,NA,W,U,U,NA,NA,3,W;W;B,U,Baltimore Police Department,NA,BaltimoreCity,
2/21/2014,1,N,NA,B,U,U,NA,NA,2,H;W,U,Baltimore Police Department,NA,BaltimoreCity,
2/22/2015,1,N,NA,B,U,U,NA,NA,1,W,U,Baltimore Police Department,NA,BaltimoreCity,
3/18/2011,1,N,NA,B,U,U,NA,NA,2,B;W,U,Baltimore Police Department,NA,BaltimoreCity,
3/21/2010,1,F,NA,B,U,U,NA,NA,3,W;W;W,U,Baltimore Police Department,NA,BaltimoreCity,
3/27/2012,1,F,NA,B,U,U,NA,NA,1,W,U,Baltimore Police Department,NA,BaltimoreCity,
3/28/2013,1,N,NA,B,U,U,NA,NA,1,W,U,Baltimore Police Department,NA,BaltimoreCity,
3/31/2012,1,F,NA,B,U,U,NA,NA,1,B,U,Baltimore Police Department,NA,BaltimoreCity,
3/31/2016,1,F,NA,B,U,U,NA,NA,2,B;W,U,Baltimore Police Department,NA,BaltimoreCity,
4/15/2016,1,F,NA,B,U,U,NA,NA,1,B,U,Baltimore Police Department,NA,BaltimoreCity,
4/18/2015,1,N,NA,B,U,U,NA,NA,1,W,U,Baltimore Police Department,NA,BaltimoreCity,
4/19/2013,1,F,NA,B,U,U,NA,NA,3,W;B;H,U,Baltimore Police Department,NA,BaltimoreCity,
4/22/2013,1,F,NA,B,U,U,NA,NA,2,W;A,U,Baltimore Police Department,NA,BaltimoreCity,
4/22/2013,1,N,NA,B,U,U,NA,NA,2,W;A,U,Baltimore Police Department,NA,BaltimoreCity,
4/27/2016,1,N,NA,B,U,U,NA,NA,1,W,U,Baltimore Police Department,NA,BaltimoreCity,
4/28/2016,1,N,NA,W,U,U,NA,NA,3,W;W;W,U,Baltimore Police Department,NA,BaltimoreCity,
4/29/2014,1,N,NA,L,U,U,NA,NA,1,H,U,Baltimore Police Department,NA,BaltimoreCity,
5/16/2014,1,N,NA,B,U,U,NA,NA,1,W,U,Baltimore Police Department,NA,BaltimoreCity,
5/19/2012,1,F,NA,B,U,U,NA,NA,1,W,U,Baltimore Police Department,NA,BaltimoreCity,
5/21/2010,1,N,NA,B,U,U,NA,NA,1,B,U,Baltimore Police Department,NA,BaltimoreCity,
5/25/2013,1,F,NA,B,U,U,NA,NA,1,W,U,Baltimore Police Department,NA,BaltimoreCity,
5/31/2016,1,N,NA,B,U,U,NA,NA,2,B;B,U,Baltimore Police Department,NA,BaltimoreCity,
6/15/2014,1,F,NA,B,U,U,NA,NA,1,W,U,Baltimore Police Department,NA,BaltimoreCity,
6/28/2015,1,N,NA,B,U,U,NA,NA,1,W,U,Baltimore Police Department,NA,BaltimoreCity,
7/13/2011,1,N,NA,B,U,U,NA,NA,2,B;W,U,Baltimore Police Department,NA,BaltimoreCity,
7/14/2012,1,F,NA,B,U,U,NA,NA,1,B,U,Baltimore Police Department,NA,BaltimoreCity,
7/14/2016,1,F,NA,B,U,U,NA,NA,4,B;B;B;W,U,Baltimore Police Department,NA,BaltimoreCity,
7/27/2015,1,N,NA,B,U,U,NA,NA,1,B,U,Baltimore Police Department,NA,BaltimoreCity,
7/31/2010,1,N,NA,W,U,U,NA,NA,1,B,U,Baltimore Police Department,NA,BaltimoreCity,
7/31/2012,1,F,NA,W,U,U,NA,NA,1,W,U,Baltimore Police Department,NA,BaltimoreCity,
8/13/2013,1,N,NA,B,U,U,NA,NA,1,W,U,Baltimore Police Department,NA,BaltimoreCity,
8/14/2010,1,N,NA,B,U,U,NA,NA,2,B;W,U,Baltimore Police Department,NA,BaltimoreCity,
