Date,NumberOfSubjects,Fatal,SubjectArmed,Notes,SubjectRace,SubjectGender,SubjectAge,NatureOfStop,NumberOfShots,NumberOfOfficers,OfficerRace,OfficerGender,Department,FullNarrative,city,year,month,day,fdate,b,l,w,a,tr,AvgAge,VA,F,nshots,sit,other,replica,knife,weapon
4/19/2010,1,F,Y,Officer not on duty.,B,M,18,NA,NA,1,L,M,Houston Police Department,Officer was visiting Arlington Texas when the suspect confronted him and threatened him with a firearm causing the officer to shoot him.,,,,,,,,,,,,,,,,,,,
",Houston,2010,4,19,4/19/10,1,0,0,0,1,18,TRUE,TRUE,NA,misc,FALSE,FALSE,FALSE,gun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2010,1,N,Y,,B,M,37,NA,NA,1,L,M,Houston Police Department,Suspect fought the officer who pulled him over on traffic. The suspect then ran to his vehicle where he grabbed a pistol and pointed it at the officer causing the officer to have to shoot him.,Houston,2010,5,16,5/16/2010,1,0,0,0,1,37,TRUE,FALSE,NA,misc,FALSE,TRUE,FALSE,gun
5/20/2010,1,N,Y,,B,M,37,NA,NA,2,B;B,M;M,Houston Police Department,An undercover operation was being conducted when the armed suspect entered the hotel room where the officers were operating. The suspect pointed his weapon at the officer causing the officers to return fire.,,,,,,,,,,,,,,,,,,,
",Houston,2010,5,20,5/20/10,1,0,0,0,1,37,TRUE,FALSE,NA,misc,FALSE,FALSE,FALSE,gun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/25/2010,1,N,N,"Location ""Protected by Law.""",B,M,21,NA,NA,1,W,M,Houston Police Department,The officer saw the suspect breaking into a vehicle. The suspect then fled on foot when he was confronted by the officer. The officer chased the suspect and during the pursuit; the suspect reached into his waitband has he turned to face the officer causing the officer to shoot the suspect.,,,,,,,,,,,,,,,,,,,
",Houston,2010,5,25,5/25/10,1,0,0,0,1,21,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,unarmed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/2010,1,N,U,"""Unknown"" if victim was armed; ditto victim's age. Officer not on duty. NO HITS.",L,M,U,NA,NA,1,B,M,Houston Police Department,The officer saw an unknown male break into a vehicle.  The officer confronted the suspect and saw that the suspect had a black object in his hand. The suspect refused to drop the object and instead began to raise the object as if to point it at the officer causing the officer to discharge his firearm.,,,,,,,,,,,,,,,,,,,
",Houston,2010,7,22,7/22/10,0,1,0,0,1,NA,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/2010,1,N,N,"Armed with ""Toy Gun."" NO HITS",L,M,40,NA,NA,1,L,M,Houston Police Department,A suspicious person suspect was located.  He was found to be armed and refused to drop his weapon after being confronted by the officer forcing the officer to shoot at the suspect. ,,,,,,,,,,,,,,,,,,,
",Houston,2010,8,9,8/9/10,0,1,0,0,1,40,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,unarmed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2010,1,N,Y,,W,M,44,NA,NA,2,W;W,M;F,Houston Police Department,The officers were looking for a possible burglary suspect when an armed male walked out of a building. The suspect did not drop his weapon when ordered to do so causing the officers to shoot at the suspect.,,,,,,,,,,,,,,,,,,,
",Houston,2010,8,13,8/13/10,0,0,1,0,1,44,TRUE,FALSE,NA,misc,FALSE,FALSE,FALSE,gun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2010,2,F;N,Y;N,"Location ""Protected by Law."" What is ""P""? One victim (second) armed with ""Vehicle."" Officers not on duty.",L;B,M;M,32;29,NA,NA,2,L;A,M;M,Houston Police Department,The officer on-viewed a disturbance in which the suspect was pulling a female from a vehicle. The officer confronted the suspect at which time the suspect pointed a weapon at the officer causing the officer to shoot the suspect.,,,,,,,,,,,,,,,,,,,
",Houston,2010,9,3,9/3/10,1,1,0,0,2,30.5,TRUE,TRUE,NA,misc,TRUE,FALSE,FALSE,gun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/20/2010,1,N,N,"Victim armed with ""Vehicle."", 2 or more officers",B,M,34,NA,NA,2,W;U,M;M,Houston Police Department,An aggravated assault suspect attempted to flee the scene of the offense by driving his vehicle at the officer causing the officer to shot at the suspect.,,,,,,,,,,,,,,,,,,,
",Houston,2010,9,20,9/20/10,1,0,0,0,1,34,FALSE,FALSE,NA,misc,TRUE,FALSE,FALSE,other",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/21/2010,1,N,Y,Officer not on duty. NO HITS,B,M,35,NA,NA,1,L,M,Houston Police Department,Officer observed masked robbery suspects enter the bank where he was working. The officer saw that the suspects were armed and discharged his weapon. The suspects then fled on foot. ,,,,,,,,,,,,,,,,,,,
",Houston,2010,9,21,9/21/10,1,0,0,0,1,35,TRUE,FALSE,NA,misc,FALSE,TRUE,FALSE,gun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2010,1,N,Y,,L,M,21,NA,NA,1,A,M,Houston Police Department,The officer arrived at the scene of a shooting call. Witnesses at the scene pointed out a suspect and that suspect refused to stop when the officer attempted to detain him. The suspect was hiding his hands and after turning a corner he turned towards the officer causing the officer to shoot at the suspect.,,,,,,,,,,,,,,,,,,,
",Houston,2010,10,10,10/10/10,0,1,0,0,1,21,TRUE,FALSE,NA,misc,FALSE,FALSE,FALSE,gun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2010,1,N,N,"Location ""Protected by Law."" Officer not on duty.",L,M,20,NA,NA,1,L,M,Houston Police Department,The officer was notified that his vehicle was being burglarized so he went out to investigate. He saw the suspect walking from his vehicle and belived him to be armed since he kept a weapon inside the vehicle.  The suspect was walking towrd another person making the officer belive that the suspect meant to do harm to taht person so he fired at the suspect.,,,,,,,,,,,,,,,,,,,
",Houston,2010,10,26,10/26/10,0,1,0,0,1,20,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,unarmed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/2010,1,N,N,,L,M,25,NA,NA,1,B,M,Houston Police Department,The officer saw a speeding vehicle and conducted a traffic stop. The officer belived the suspect to be intoxicated so he had him get out of the vehicle. The suspect then resisted when the officer attempted to handcuff him.  THe suspect tried to push the officer into the moving lanes of traffic and over the guard rail of the freeway.  The suspect then began to walk toward his vehicle while reaching into his waitband area causing the officer to believe that he was reaching for a weapon so teh officer shot at the suspect.,,,,,,,,,,,,,,,,,,,
",Houston,2010,10,29,10/29/10,0,1,0,0,1,25,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,unarmed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/2010,1,N,N,,B,M,21,NA,NA,2,H;U,M;U,Houston Police Department,Officer was chasing a suspect on foot when he saw the suspect reaching for something in his waistband.  The suspect jumped a fence and as the officer was jumping the fence in pursuit the suspect turned toward the officer while raising his arm making the officer beleive that he was going to shoot at him.  ,,,,,,,,,,,,,,,,,,,
",Houston,2010,11,4,11/4/10,1,0,0,0,1,21,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,unarmed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/2010,2,N;N,N;N,"Second victim is a juvenile. First victim aimed with ""vehicle.""",L;U,M;U,20;U,NA,NA,2,W;L,M;M,Houston Police Department,Officers pulled over a vehicle and were told that the occupants of another vehicle had threatened them with a weapon.  The officers located the suspect vehicle and saw that the occupants were in the process of burglarizing a building.  The officers attempted to apprehend the suspects at which point the suspect in the vehicle attempted to flee the scene by driving at the officers casuing the officers to shoot at him.  The officers then attempted to contain the remaing suspects when one of the suspects made a move as if to reach for a weapon causing the officers to shoot at him.,Houston,2010,11,5,11/5/2010,0,1,0,0,1,20,FALSE,FALSE,NA,misc,TRUE,FALSE,FALSE,other
11/8/2010,1,F,Y,,B,M,26,NA,NA,2,W;U,M;U,Houston Police Department,The officers were chasing a suspect when the suspect turned at fired a weapon at them. One of the officers was then able to catch the suspect and was engaged in a physical altercation with him in an attempt to disarm the suspect. The suspect was attempting to get into a position to shoot the officer causing the other officer to shoot the suspect before the suspect could fire his weapon.,Houston,2010,11,8,11/8/2010,1,0,0,0,1,26,TRUE,TRUE,NA,misc,FALSE,FALSE,FALSE,gun
11/17/2010,1,N,Y,,B,M,29,NA,NA,1,W,M,Houston Police Department,The officer confronted an armed suspect. The suspect made a threatening move casuing the officer to shoot at at the suspect.,,,,,,,,,,,,,,,,,,,
",Houston,2010,11,17,11/17/10,1,0,0,0,1,29,TRUE,FALSE,NA,misc,FALSE,FALSE,FALSE,gun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/22/2010,1,N,N,,B,M,18,NA,NA,1,W,M,Houston Police Department,Officer pursed a robbery suspect into the backyard of an abandoned house.  The officer was attempting to apprehend the suspect when the suspect reached toward his waistband casuing the officer to believe that the suspect was reaching for a weapon.,,,,,,,,,,,,,,,,,,,
",Houston,2010,11,22,11/22/10,1,0,0,0,1,18,FALSE,FALSE,NA,misc,FALSE,TRUE,FALSE,replica",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2010,1,N,N,,L,M,29,NA,NA,2,W;W,M;M,Houston Police Department,An armed domestic violence suspect ran from the scene when the officers arrived. The suspect shot at the officers multiple times as they attempted to contain him within a confined area.  The suspect raised his weapon to fire on the officers again when he shot multiple times. ,,,,,,,,,,,,,,,,,,,
",Houston,2010,11,30,11/30/10,0,1,0,0,1,29,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,unarmed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2010,2,N;N,Y;Y,Officers not on duty.,A;A,M;M,28;28,NA,NA,2,B;B,M;M,Houston Police Department,Officers were attempting to contain a pair of suspects who were in a vehicle.  THe officers saw a firearm being discharged from the vehicle and as they approached the vehicle; the suspect pointed the weapon outside the vehicle at them.  The officer were attempting to get the suspects to exit the vehicle when one of the suspects made a move as if to attempt ot shoot at the officers causing the officers to shoot at the suspect.,,,,,,,,,,,,,,,,,,,
",Houston,2010,12,12,12/12/10,0,0,0,2,2,28,TRUE,FALSE,NA,misc,FALSE,FALSE,FALSE,gun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/16/2010,1,F,Y,,B,F,20,NA,NA,1,A,M,Houston Police Department,The officer located a pair of armde robbery suspects sitting in a vehicle. The suspects fled the vehicle when the officer attempted to contain them. The officer saw that one of the suspects had a pistol and as the suspect ran; she turned and pointed the weapon at the officer causing the officer to shoot the suspect.,,,,,,,,,,,,,,,,,,,
",Houston,2010,12,16,12/16/10,1,0,0,0,1,20,TRUE,TRUE,NA,misc,FALSE,TRUE,FALSE,gun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/29/2010,1,F,Y,,B,M,26,NA,NA,2,W;U,M;U,Houston Police Department,Officers stopped the suspect for a violation of a municipal ordinance.  The suspect then attempted to get something from his pocket at which time the officers engaged in a physical confrontation with the suspect.  The suspect was able to break free and pulled a weapon from his pocket and pointed it at the officer causing the officer to shoot the suspect.,,,,,,,,,,,,,,,,,,,
",Houston,2010,12,29,12/29/10,1,0,0,0,1,26,TRUE,TRUE,NA,misc,FALSE,FALSE,FALSE,gun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2010,1,N,Y,Victim age unknown. NO HITS,L,M,N/A,NA,NA,1,W,M,Houston Police Department,The officer saw two masked suspects armed with weapons enter a store so he pulled into the parking lot of the location and set up in a position of cover. Teh officer engaged the suspects as they existed the store in an attempt to detain them.  One of the suspects pointed his weapon at the officer causing the officer to shoot at the suspect.,,,,,,,,,,,,,,,,,,,
",Houston,2010,12,31,12/31/10,0,1,0,0,1,NA,TRUE,FALSE,NA,misc,FALSE,FALSE,FALSE,gun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/14/2011,1,F,N,Officer off-duty. Victim armed with knife.,W,M,32,NA,NA,1,L,M,Houston Police Department,Officer was approached to assist with a disturbance. The officer confronted the suspect who was armed with a knife. The suspect refused to drop the knife forcing the officer to have to shoot him.,Houston,2011,2,14,2/14/2011,0,0,1,0,1,32,FALSE,TRUE,NA,off-duty,FALSE,FALSE,TRUE,knife
2/19/2011,2,F;N,N;N,Officer off-duty.,L;L,M;M,29;27,NA,NA,1,W,M,Houston Police Department,An off duty officer on viewed a disturbance. He was trying to break up the parties involved when he heard someone say that they had a gun. The officer looked and saw a male reaching toward his waistband area so the officer shot him. A person with that individual made a threatening move so the officer discharged and shot him as well.,Houston,2011,2,19,2/19/2011,0,2,0,0,2,28,FALSE,TRUE,NA,off-duty,FALSE,FALSE,FALSE,unarmed
2/24/2011,2,N,N;Y,No hits.,L;L,M;M,30;33,NA,NA,3,A;L;B,M;M;M,Houston Police Department,The officers were executing a narcotics search warrant when the suspects fired at and shot one one of the officers.,,,,,,,,,,,,,,,,,,,
",Houston,2011,2,24,2/24/11,0,2,0,0,2,31.5,TRUE,FALSE,NA,misc,FALSE,FALSE,FALSE,gun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/2011,1,N,Y,Officer off-duty.,B,M,31,NA,NA,1,B,M,Houston Police Department,The officer was attempting to gain control of two suspects that were seated in a car. He then saw that one of the suspects was sitting on a pistol. As the officer began to back away from the car he saw the suspect make a move toward the pistol forcing the officer to shot him.,Houston,2011,3,16,3/16/2011,1,0,0,0,1,31,TRUE,FALSE,NA,off-duty,FALSE,FALSE,FALSE,gun
3/26/2011,1,N,N,Victim is a juvenile.,U,N/A,N/A,NA,NA,1,W,M,Houston Police Department,The officer pursued a vehicle that was occupied by suspects of a disturbance.  The vehicle was wrecked at which time the driver got out of the car and started reaching into his pocket causing the officer to shoot him.,,,,,,,,,,,,,,,,,,,
",Houston,2011,3,26,3/26/11,0,0,0,0,0,NA,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,unarmed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/26/2011,1,U,U,"Location ""protected by law."" Officer off-duty.",U,U,U,NA,NA,1,W,M,Houston Police Department,An unknown suspect was trying to enter the residence forcing the officer to shoot at the suspect.,,,,,,,,,,,,,,,,,,,
",Houston,2011,3,26,3/26/11,0,0,0,0,0,NA,FALSE,FALSE,NA,off-duty,FALSE,FALSE,FALSE,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2011,1,N,Y,Officer off-duty.,L,M,22,NA,NA,2 or More,L,M,Houston Police Department,Suspect was discharging a firearm from his vehicle.  When he saw the officer approaching his vehicle; he attempted to flee but wrecked into a parked car.  The officer then saw the suspect exit the vehicle with gun causing him to shoot the suspect.,,,,,,,,,,,,,,,,,,,
",Houston,2011,5,16,5/16/11,0,1,0,0,1,22,TRUE,FALSE,NA,off-duty,FALSE,FALSE,FALSE,gun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2011,1,N,Y,Officer off-duty. No hits.,A,M,30,NA,NA,2 or More,W,M,Houston Police Department,The officer was attempting to gain control of a group of persons involved in a disturbance when one of the persons drew a weapon and fired into the air. The officer ordered the person to drop the weapon but he turned toward the officer instead causing the officer to shoot at the suspect.,,,,,,,,,,,,,,,,,,,
",Houston,2011,5,18,5/18/11,0,0,0,1,1,30,TRUE,FALSE,NA,off-duty,FALSE,FALSE,FALSE,gun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/3/2011,1,N,N,"Armed with ""Physical Force."" No hits.",W,M,29,NA,NA,1,B,F,Houston Police Department,A suspect that was being arrested became violent and struck the officer in the face. The suspect then charged at the officer forcing the officer to shoot at the suspect.,,,,,,,,,,,,,,,,,,,
",Houston,2011,6,3,6/3/11,0,0,1,0,1,29,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,unarmed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/7/2011,1,U,Y,,B,M,U,NA,NA,1,W,M,Houston Police Department,The officer arrived at the scene of a suspicious person call and saw a group of males fitting the description given. The males walked away from the approaching officer and before turning the street corner; one of the males fired a wepoan at the officer strinking the patrol car.  The officer attempted to follow the shooter and the shooter once gain fired at the officer. The officer returned fire before the suspect ran from the scene.,,,,,,,,,,,,,,,,,,,
",Houston,2011,6,7,6/7/11,1,0,0,0,1,NA,TRUE,FALSE,NA,misc,FALSE,FALSE,FALSE,gun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/9/2011,2,N;F,N;N,Victims both juveniles. Officers off-duty.,U;U,U;U,U;U,NA,NA,1,B,M,Houston Police Department,The officer was in his residence when the suspects forced their way into his home.  The officer fired at and shot the suspects.,,,,,,,,,,,,,,,,,,,
",Houston,2011,6,9,6/9/11,0,0,0,0,0,NA,FALSE,TRUE,NA,off-duty,FALSE,FALSE,FALSE,unarmed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/2011,1,N,N,"Victim armed with a ""Vehicle."" Victim is a juvenile.",U,U,U,NA,NA,1,A,F,Houston Police Department,Officers pursued a vehicle that they had just seen ramming a patrol car.  During the pursuit the vehicle stopped and began to back up toward the officers. The officers exited the patrol as the suspect vehicle was driving towrd them and fired on the vehicle.,,,,,,,,,,,,,,,,,,,
",Houston,2011,6,15,6/15/11,0,0,0,0,0,NA,FALSE,FALSE,NA,misc,TRUE,FALSE,FALSE,other",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/18/2011,1,N,Y,,L,M,60,NA,NA,2,L;L,M;M,Houston Police Department,Armed suspect confronted and fired his weapon at officers responding to a shooting in progress call.  Officers were forced to shoot the suspect when the suspect raised and pointed his weapon at them.,,,,,,,,,,,,,,,,,,,
",Houston,2011,6,18,6/18/11,0,1,0,0,1,60,TRUE,FALSE,NA,misc,FALSE,FALSE,FALSE,gun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/20/2011,1,N,Y,No hits.,B,M,30,NA,NA,2,W;U,M;U,Houston Police Department,Officer was chasing a home invasion suspect on foot when the suspect fired a weapon at the officer forcing the officer to return fire.,Houston,2011,6,20,6/20/2011,1,0,0,0,1,30,TRUE,FALSE,NA,misc,FALSE,FALSE,FALSE,gun
7/11/2011,1,F,N,Victim armed with knife.,L,M,21,NA,NA,1,W,M,Houston Police Department,Officer was directing traffic when he heard screms from a nearby gas station. The officer went to see what the commotion was and saw the suspect stabbing a person.  The suspect refused to stop stabbing the individual forcing the officer to shoot him. ,,,,,,,,,,,,,,,,,,,
",Houston,2011,7,11,7/11/11,0,1,0,0,1,21,FALSE,TRUE,NA,misc,FALSE,TRUE,TRUE,knife",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/20/2011,1,N,Y,No hits.,B,M,29,NA,NA,1,W,M,Houston Police Department,Officers attempted to stop a vehicle that was reported to have been involved in a robbery but the suspect refused to stop. A pursuit ensued until the suspect wrecked his vehicle at which time he ran from the officers on foot.  The suspect pointed a weapon at the pursing officer causing the officer to shoot at the suspect. ,,,,,,,,,,,,,,,,,,,
",Houston,2011,7,20,7/20/11,1,0,0,0,1,29,TRUE,FALSE,NA,misc,FALSE,TRUE,FALSE,gun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/23/2011,1,N,Y,No hits.,L,M,23,NA,NA,1,W,M,Houston Police Department,Officer pursued a vehicle that was being driven by a suspect who was involved in a shooting in progress call. The suspect lost control of the vehicle and hit a tree at which time the suspect got out of the vehicle with a rifle in his hands.  The suspect pointed the weapon at the officer causing the officer to shoot at the suspect.,,,,,,,,,,,,,,,,,,,
",Houston,2011,7,23,7/23/11,0,1,0,0,1,23,TRUE,FALSE,NA,misc,FALSE,FALSE,FALSE,gun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/24/2011,1,U,Y,Officer off-duty.,L,M,36,NA,NA,1,L,M,Houston Police Department,A uniformed off duty officer was driving on the freeway when someone shot at him.  The officer saw the suspect's vehicle and followed it down a dead-end street. The suspect made a u-turn at which time the officer stopped and got out of his vehicle in an attempt to stop the driver.  As the suspect vehicle approached the officer; a passenger in the car started shooting at him again causing the officer to return fire. The vehicle then fled the scene.,,,,,,,,,,,,,,,,,,,
",Houston,2011,7,24,7/24/11,0,1,0,0,1,36,TRUE,FALSE,NA,off-duty,FALSE,FALSE,FALSE,gun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
